,Seed,Errors,Size,Safe,GenerationTime,SafetyCheckTime
88,30088,"[[], []]",309,True,0.0011570453643798828,0.02872490882873535
89,30089,"[[], []]",308,True,0.0013859272003173828,0.029197216033935547
90,30090,"[[], []]",308,True,0.0011777877807617188,0.02768707275390625
91,30091,"[[], []]",160,True,0.0006458759307861328,0.02270793914794922
92,30092,"[['compilation error in functions f0 and f0 at position line 7: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",211,False,0.002245187759399414,0.025002002716064453
93,30093,"[[], []]",103,True,0.0005669593811035156,0.019562959671020508
94,30094,"[[], []]",382,False,0.002891063690185547,0.027772188186645508
95,30095,"[[], []]",344,False,0.00189208984375,0.03263688087463379
96,30096,"[[], []]",309,True,0.0015048980712890625,0.02898883819580078
97,30097,"[[], []]",309,True,0.0010852813720703125,0.028796911239624023
98,30098,"[[], []]",355,True,0.002112865447998047,0.029160022735595703
99,30099,"[[], []]",309,True,0.0014162063598632812,0.027887821197509766
100,30100,"[[], []]",309,True,0.0015439987182617188,0.0280301570892334
101,30101,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0']]",361,True,0.001516103744506836,0.029306888580322266
102,30102,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",395,True,0.001767873764038086,0.0339360237121582
103,30103,"[[], []]",103,True,0.0005018711090087891,0.021130084991455078
104,30104,"[[], []]",309,True,0.0015048980712890625,0.028984785079956055
105,30105,"[[], []]",309,True,0.0013651847839355469,0.029770851135253906
106,30106,"[[], []]",517,False,0.005645275115966797,0.030418872833251953
107,30107,"[[], []]",467,True,0.004274129867553711,0.03229999542236328
108,30108,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 17 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 17 (1-17), variables result and b1 will be merged to v0']]",405,True,0.0029189586639404297,0.028551101684570312
109,30109,"[[], []]",202,True,0.002546072006225586,0.024665117263793945
110,30110,"[[], []]",265,True,0.002969026565551758,0.028914928436279297
111,30111,"[[], []]",160,True,0.0014259815216064453,0.023560762405395508
112,30112,"[[], []]",309,True,0.0012309551239013672,0.02901291847229004
113,30113,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0', 'compilation error in functions main and main at position line 7 from line 16: assembler error Invalid pexpr for word', 'PLEASE REPORT'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0']]",365,True,0.0017740726470947266,0.03140664100646973
114,30114,"[[], []]",103,True,0.000492095947265625,0.01962900161743164
115,30115,"[[], []]",448,False,0.002048969268798828,0.09743595123291016
116,30116,"[[], ['Fatal error: exception Failure(""Environment.dim_of_var: unknown variable in the environment"")']]",313,True,0.0014598369598388672,0.027232885360717773
117,30117,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0']]",368,True,0.001979827880859375,0.031456947326660156
118,30118,"[[], []]",329,True,0.0021240711212158203,0.02812790870666504
119,30119,"[[], []]",160,True,0.0014531612396240234,0.022716999053955078
120,30120,"[[], []]",160,True,0.0014920234680175781,0.022938013076782227
121,30121,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",321,True,0.0013628005981445312,0.029523849487304688
122,30122,"[[], []]",309,True,0.0011148452758789062,0.02850484848022461
123,30123,"[[], ['Fatal error: exception Failure(""Environment.dim_of_var: unknown variable in the environment"")']]",370,True,0.001978158950805664,0.021728038787841797
124,30124,"[[], []]",309,True,0.0016949176788330078,0.02849102020263672
125,30125,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0']]",350,True,0.001585245132446289,0.030053138732910156
126,30126,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 15 (1-17), variables result and b1 will be merged to v0']]",360,True,0.0014531612396240234,0.02824711799621582
127,30127,"[[], []]",348,False,0.002070188522338867,0.05330991744995117
128,30128,"[['compilation error in functions main and main at position line 8 from line 14: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",343,False,0.0016329288482666016,0.033384084701538086
129,30129,"[[], []]",309,True,0.0020842552185058594,0.028412818908691406
130,30130,"[[], []]",309,True,0.001558065414428711,0.02826976776123047
131,30131,"[[], []]",309,True,0.0009610652923583984,0.029476165771484375
132,30132,"[[], []]",174,True,0.0016808509826660156,0.024529218673706055
133,30133,"[[], []]",160,True,0.0008969306945800781,0.02334880828857422
134,30134,"[[], []]",103,True,0.0011658668518066406,0.019339799880981445
135,30135,"[[], []]",308,True,0.0011811256408691406,0.0260770320892334
136,30136,"[[], []]",526,True,0.005059957504272461,0.02223992347717285
137,30137,"[[], []]",368,False,0.00494694709777832,0.052594900131225586
138,30138,"[[], []]",357,True,0.0015270709991455078,0.0299379825592041
139,30139,"[[], []]",387,True,0.004027843475341797,0.022835969924926758
140,30140,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",338,False,0.0008220672607421875,0.043721914291381836
141,30141,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",344,True,0.0007936954498291016,0.03120589256286621
142,30142,"[['compilation error in functions f0 and f0 at position line 6: assembler error Invalid pexpr for word', 'PLEASE REPORT'], []]",167,False,0.0023119449615478516,0.022024154663085938
143,30143,"[[], []]",357,True,0.0016067028045654297,0.03154158592224121
144,30144,"[[], []]",357,True,0.0011348724365234375,0.030397891998291016
145,30145,"[[], []]",309,True,0.0014851093292236328,0.028122901916503906
146,30146,"[[], []]",352,True,0.0023391246795654297,0.029783010482788086
147,30147,"[[], []]",309,True,0.0010759830474853516,0.02858710289001465
148,30148,"[[], []]",103,True,0.0005428791046142578,0.019010066986083984
149,30149,"[[], []]",309,True,0.0010390281677246094,0.029904842376708984
150,30150,"[[], []]",103,True,0.0012049674987792969,0.018706798553466797
151,30151,"[[], []]",309,True,0.001245737075805664,0.02872610092163086
152,30152,"[[], []]",309,True,0.0011970996856689453,0.028445959091186523
153,30153,"[['Register allocation at line line 16: variable ZF.147 must be allocated to conflicting register ZF.78'], []]",648,False,0.0064809322357177734,0.03735208511352539
154,30154,"[[], []]",235,True,0.0021572113037109375,0.021020174026489258
155,30155,"[[], []]",273,True,0.002196073532104492,0.03063511848449707
156,30156,"[[], []]",288,False,0.0019288063049316406,0.03444361686706543
157,30157,"[[], []]",333,False,0.0020389556884765625,0.028790950775146484
158,30158,"[[], []]",333,False,0.0021848678588867188,0.030164003372192383
159,30159,"[[], []]",509,True,0.006083965301513672,0.02626204490661621
160,30160,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0']]",342,True,0.0012888908386230469,0.031445980072021484
161,30161,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",356,True,0.00101470947265625,0.03090190887451172
162,30162,"[[], []]",160,True,0.0008091926574707031,0.023203134536743164
163,30163,"[['compilation error in functions main and main at position line 10 from line 34: assembler error: invalid condition ', '(~ (((64u) 4903) <u (((64u) -3373) + (RAX.41 + RAX.41))))', 'PLEASE REPORT'], []]",611,True,0.00445103645324707,0.030108928680419922
164,30164,"[[], []]",103,True,0.0008046627044677734,0.019484281539916992
165,30165,"[[], []]",361,False,0.0014379024505615234,0.05954790115356445
166,30166,"[[], []]",316,True,0.001226186752319336,0.027560949325561523
167,30167,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (13-18), the expression input will not be evaluated to a constant expression, inlining will introduce an assigment', 'compilation error in functions main and main at position line 12: assembler error Not a (x)register', 'PLEASE REPORT'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (13-18), the expression input will not be evaluated to a constant expression, inlining will introduce an assigment', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",346,True,0.001050710678100586,0.029057979583740234
168,30168,"[[], []]",103,True,0.0007669925689697266,0.018733978271484375
169,30169,"[[], []]",361,False,0.0010561943054199219,0.06193399429321289
170,30170,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 13 (1-17), variables result and b1 will be merged to v0']]",335,True,0.001386880874633789,0.03143191337585449
171,30171,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 14 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",356,True,0.0010519027709960938,0.03171491622924805
172,30172,"[[], []]",397,False,0.0024461746215820312,0.05592918395996094
173,30173,"[[], ['Fatal error: exception Failure(""Environment.dim_of_var: unknown variable in the environment"")']]",319,True,0.0015497207641601562,0.027624130249023438
174,30174,"[[], []]",103,True,0.0007529258728027344,0.019871950149536133
175,30175,"[[], []]",309,True,0.0009951591491699219,0.028978824615478516
176,30176,"[[], []]",496,True,0.0023131370544433594,0.03827524185180664
177,30177,"[[], []]",397,True,0.00203704833984375,0.038046836853027344
178,30178,"[[], []]",446,False,0.004213094711303711,0.06004214286804199
179,30179,"[[], []]",455,True,0.004024028778076172,0.03662681579589844
180,30180,"[[], []]",376,True,0.002023935317993164,0.02996206283569336
181,30181,"[[], []]",357,True,0.0015728473663330078,0.030019760131835938
182,30182,"[[], []]",357,True,0.0015201568603515625,0.030328035354614258
183,30183,"[[], []]",309,True,0.0015499591827392578,0.028376102447509766
184,30184,"[[], []]",309,True,0.0009508132934570312,0.027319908142089844
185,30185,"[[], []]",366,False,0.002259969711303711,0.044016122817993164
186,30186,"[[], []]",385,True,0.0016741752624511719,0.029207944869995117
187,30187,"[['Register allocation: no register bank for type bool'], ['Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",368,True,0.0011301040649414062,0.03261375427246094
188,30188,"[[], []]",309,True,0.0011210441589355469,0.028755903244018555
189,30189,"[[], []]",103,True,0.0007002353668212891,0.019208192825317383
190,30190,"[[], []]",309,True,0.0014300346374511719,0.02886819839477539
191,30191,"[[], []]",309,True,0.0013229846954345703,0.028150081634521484
192,30192,"[[], []]",309,False,0.0017809867858886719,0.02975296974182129
193,30193,"[[], []]",309,True,0.0007979869842529297,0.0283048152923584
194,30194,"[[], []]",607,True,0.004435062408447266,0.03175997734069824
195,30195,"[[], []]",425,False,0.003942012786865234,0.04015326499938965
196,30196,"[[], []]",309,True,0.0011570453643798828,0.028085947036743164
197,30197,"[[], []]",309,True,0.0014522075653076172,0.027759075164794922
198,30198,"[[], []]",103,True,0.0011398792266845703,0.019105911254882812
199,30199,"[['compilation error in functions f0 and f0 at position line 12: assembler error: invalid condition ', '((~ (((64u) 4837) == RCX.43)) || (~ ZF.78))', 'PLEASE REPORT'], []]",306,False,0.0035169124603271484,0.035626888275146484
200,30200,"[['WARNING: CAN NOT FIND IINFO 1', 'compilation error in functions f0 and f0 at position line -1: assembler error Not a (x)register', 'PLEASE REPORT'], []]",276,True,0.0026051998138427734,0.027876853942871094
201,30201,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",331,True,0.0008780956268310547,0.028990983963012695
202,30202,"[[], []]",103,True,0.0006480216979980469,0.019698143005371094
203,30203,"[[], []]",381,False,0.0018310546875,0.034815073013305664
204,30204,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 16 (1-17), variables result and b1 will be merged to v0']]",365,True,0.001458883285522461,0.029120922088623047
205,30205,"[[], []]",308,True,0.0012547969818115234,0.02578115463256836
206,30206,"[[], []]",309,False,0.002401113510131836,0.0343470573425293
207,30207,"[['compilation error in functions f0 and f0 at position line 9: assembler error Not a (x)register', 'PLEASE REPORT'], []]",294,False,0.002282857894897461,0.030597209930419922
208,30208,"[[], []]",235,False,0.0021009445190429688,0.02941417694091797
209,30209,"[[], []]",308,False,0.0015339851379394531,0.030504226684570312
210,30210,"[[], []]",309,True,0.0013599395751953125,0.02895522117614746
211,30211,"[[], []]",309,True,0.0014200210571289062,0.028269052505493164
212,30212,"[[], []]",309,True,0.0015010833740234375,0.02870011329650879
213,30213,"[[], []]",160,True,0.0009090900421142578,0.023159027099609375
214,30214,"[[], []]",160,True,0.0009379386901855469,0.023328065872192383
215,30215,"[[], []]",369,True,0.002216815948486328,0.029137134552001953
216,30216,"[[], []]",397,False,0.002109050750732422,0.03172111511230469
217,30217,"[[], []]",103,True,0.0011172294616699219,0.01984095573425293
218,30218,"[[], []]",535,False,0.0033309459686279297,0.03605794906616211
219,30219,"[[], []]",344,True,0.0013780593872070312,0.028403043746948242
220,30220,"[[], []]",309,True,0.0016047954559326172,0.027740955352783203
221,30221,"[[], []]",308,True,0.0012428760528564453,0.028129100799560547
222,30222,"[[], []]",103,True,0.0008800029754638672,0.019329071044921875
223,30223,"[[], ['Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",378,True,0.0012097358703613281,0.06100130081176758
224,30224,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (13-18), the expression input will not be evaluated to a constant expression, inlining will introduce an assigment', 'compilation error in functions main and main at position line 12: assembler error Not a (x)register', 'PLEASE REPORT'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (13-18), the expression input will not be evaluated to a constant expression, inlining will introduce an assigment', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",346,True,0.0014710426330566406,0.028805255889892578
225,30225,"[[], ['Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",343,True,0.0012941360473632812,0.02948141098022461
226,30226,"[[], []]",160,True,0.0007801055908203125,0.022081851959228516
227,30227,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0']]",320,True,0.001280069351196289,0.029223918914794922
228,30228,"[['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0'], ['WARNING: at /Users/thorjakobsen/GIT/jasmin/compiler/tests/jasminFuzzer/test.jazz: line 12 (1-17), variables result and b1 will be merged to v0', 'Fatal error: exception File ""src/safety.ml"", line 3550, characters 16-22: Assertion failed']]",344,True,0.0009219646453857422,0.030071020126342773
